pari_name,section,er2_name,status,note,summary
bnrmap,10,bnrmap,namespace,,"if A and B are bnr structures for the same bnf attached to moduli mA and mB with mB | mA, return the canonical surjectio…"
bnrrootnumber,10,bnrrootnumber,namespace,,"returns the so-called Artin Root Number, i.e"
bnrstark,10,bnrstark,namespace,,"bnr being as output by bnrinit, finds a relative equation for the class field corresponding to the module in bnr and the…"
bnrstarkunit,10,bnrstarkunit,namespace,,"bnr being as output by bnrinit, returns the characteristic polynomial of the (conjectural) Stark unit corresponding to t…"
dirzetak,10,dirzetak,namespace,,Dirichlet series of the Dedekind zeta function of the number field nf up to the bound b-1
factornf,10,factornf,namespace,,"this function is obsolete, use nffactor"
galoischardet,10,galoischardet,namespace,,return the determinant character of the character chi
galoischarpoly,10,galoischarpoly,namespace,,return the list of characteristic polynomials of the representation attached to the character chi
galoischartable,10,galoischartable,namespace,,return the character table of the underlying group of gal
galoisconjclasses,10,galoisconjclasses,namespace,,"gal being output by galoisinit, return the list of conjugacy classes"
galoisexport,10,galoisexport,namespace,,"gal being a Galois group as output by galoisinit, output a string representing the underlying permutation group in GAP n…"
galoisfixedfield,10,galoisfixedfield,namespace,,"gal being a Galois group as output by galoisinit and perm a subgroup, an element of gal.group or a vector of such elemen…"
galoisgetgroup,10,galoisgetgroup,namespace,,query the galpol package for a group of order a with index b in the GAP4 Small Group library
galoisgetname,10,galoisgetname,namespace,,query the galpol package for a string describing the group of order a with index b in the GAP4 Small Group library
galoisgetpol,10,galoisgetpol,namespace,,"query the galpol package for a polynomial with Galois group isomorphic to GAP4(a,b), totally real if s=1 (default) and t…"
galoisidentify,10,galoisidentify,namespace,,"gal being a Galois group as output by galoisinit, output the isomorphism class of the underlying abstract group as a two…"
galoisinit,10,galoisinit,namespace,,"pol being a polynomial or a number field as output by nfinit defining a Galois extension of Q, compute the Galois group …"
galoisisabelian,10,galoisisabelian,namespace,,"gal being as output by galoisinit, return 0 if gal is not abelian, the HNF matrix of gal over gal.gen if flag=0, 1 if fl…"
galoisisnormal,10,galoisisnormal,namespace,,"gal being as output by galoisinit, and subgrp a subgroup of gal as output by galoissubgroups, return 1 if subgrp is a no…"
galoispermtopol,10,galoispermtopol,namespace,,"gal being a Galois group as output by galoisinit and perm a element of gal.group, return the polynomial defining the cor…"
galoissplittinginit,10,galoissplittinginit,namespace,,"Galois group over Q of the splitting field of P, for P integral, monic and irreducible or given by a nf structure"
galoissubcyclo,10,galoissubcyclo,namespace,,computes a polynomial (in variable v) defining the subfield of Q(zeta_n) fixed by the subgroup H of (Z/nZ)*
galoissubfields,10,galoissubfields,namespace,,output all the subfields of G; flag has the same meaning as for galoisfixedfield
galoissubgroups,10,galoissubgroups,namespace,,output all the subgroups of G
gcharalgebraic,10,gcharalgebraic,namespace,,returns a matrix whose columns form a basis of the algebraic Grossencharacters in gc
gcharconductor,10,gcharconductor,namespace,,"returns the conductor of chi, as a modulus over gc.bnf"
gcharduallog,10,gcharduallog,namespace,,returns logarithm vector of character chi in R^n
gchareval,10,gchareval,namespace,,computes the evaluation chi(x) in C* if flag=1 and in C/Z if flag=0
gcharidentify,10,gcharidentify,namespace,,returns a Grossencharacter chi belonging to gc that approximately satisfies the constraints that chi_v is Lchiv[i] at th…
gcharinit,10,gcharinit,namespace,,"given a bnf as output by bnfinit and a modulus f, initializes data related to the group of Grossencharacters of conducto…"
gcharisalgebraic,10,gcharisalgebraic,namespace,,returns 1 if chi is an algebraic (type A0) character
gcharlocal,10,gcharlocal,namespace,,"if v is a place, return the local character chi_v"
gcharlog,10,gcharlog,namespace,,"returns the internal representation (logarithm) of the ideal x suitable for computations in gc, as a column vector"
gcharnewprec,10,gcharnewprec,namespace,,"given a Grossencharacter group \kbd{gc}, recomputes its invariants to ensure accurate results to current precision"
idealadd,10,idealadd,namespace,,sum of two ideals x and y in the number field defined by nf
idealaddtoone,10,idealaddtoone,namespace,,"if y is omitted, when the sum of the ideals in the number field K defined by nf and given in the vector x is equal to Z_…"
idealappr,10,idealappr,namespace,,"x being a fractional ideal, gives an element b such that v_p(b)=v_p(x) for all prime ideals p dividing x, and v_p(b)>=0 …"
idealchinese,10,idealchinese,namespace,,"x being a prime ideal factorization and y a vector of elements, gives an element b such that v_p(b-y_p)>=v_p(x) for all …"
idealcoprime,10,idealcoprime,namespace,,gives an element b in nf such that b
idealdiv,10,idealdiv,namespace,,quotient x/y of two ideals x and y in HNF in the number field nf
idealdown,10,idealdown,namespace,,finds the intersection of the ideal x with Q
idealfactor,10,idealfactor,namespace,,factorization of the ideal x into prime ideals in the number field nf
idealfactorback,10,idealfactorback,namespace,,"given a factorization f, gives the ideal product back"
idealfrobenius,10,idealfrobenius,namespace,,"returns the Frobenius element (pr|nf/Q) attached to the unramified prime ideal pr in prid format, in the Galois group ga…"
idealhnf,10,idealhnf,namespace,,hermite normal form of the ideal u in the number field nf if v is omitted
idealintersect,10,idealintersect,namespace,,intersection of two ideals A and B in the number field defined by nf
idealinv,10,idealinv,namespace,,inverse of the ideal x in the number field nf
idealismaximal,10,idealismaximal,namespace,,"if x is a maximal ideal, return it in prid form, else return 0"
idealispower,10,idealispower,namespace,,return 1 if A = B^n is an n-th power else return 0
ideallist,10,ideallist,namespace,,vector of vectors L of all idealstar of all ideals of norm<=bound
ideallistarch,10,ideallistarch,namespace,,list is a vector of vectors of bid's as output by ideallist
ideallog,10,ideallog,namespace,,"if bid is a big ideal, as given by idealstar(nf,D,...), gives the vector of exponents on the generators bid.gen (even if…"
idealmin,10,idealmin,namespace,,pseudo-minimum of the ideal ix in the direction vdir in the number field nf
idealmul,10,idealmul,namespace,,product of the two ideals x and y in the number field nf
idealnorm,10,idealnorm,namespace,,norm of the ideal x in the number field nf
idealnumden,10,idealnumden,namespace,,"returns [A,B], where A,B are coprime integer ideals such that x = A/B"
idealpow,10,idealpow,namespace,,k-th power of the ideal x in HNF in the number field nf
idealprimedec,10,idealprimedec,namespace,,prime ideal decomposition of the prime number p in the number field nf as a vector of prime ideals
idealprincipalunits,10,idealprincipalunits,namespace,,"returns the structure [no, cyc, gen] of the multiplicative group (1 + pr) / (1 + pr^k)"
idealramgroups,10,idealramgroups,namespace,,"let pr be a prime ideal in prid format, and gal the Galois group of the number field nf, return a vector g such that g[1…"
idealred,10,idealred,namespace,,"LLL reduction of the ideal I in the number field nf along direction v, in HNF"
idealredmodpower,10,idealredmodpower,namespace,,return b such that x * b^n = v is small
idealstar,10,idealstar,namespace,,"gives the structure of (Z_K/N)^*, where N is a modulus (an ideal in any form or a vector [f0, foo], where f0 is an ideal…"
idealtwoelt,10,idealtwoelt,namespace,,two-element representation of an ideal x in the number field nf
idealval,10,idealval,namespace,,valuation at pr given in idealprimedec format of the ideal x in the number field nf
matalgtobasis,10,matalgtobasis,namespace,,nfalgtobasis applied to every element of the vector or matrix x
matbasistoalg,10,matbasistoalg,namespace,,nfbasistoalg applied to every element of the matrix or vector x
modreverse,10,modreverse,namespace,,"reverse polmod of the polmod z, if it exists"
newtonpoly,10,newtonpoly,namespace,,Newton polygon of polynomial x with respect to the prime p
nfalgtobasis,10,nfalgtobasis,namespace,,transforms the algebraic number x into a column vector on the integral basis nf.zk
nfbasis,10,nfbasis,namespace,,"integral basis of the field Q[a], where a is a root of the polynomial T, using the round 4 algorithm"
nfbasistoalg,10,nfbasistoalg,namespace,,transforms the column vector x on the integral basis into an algebraic number
nfcertify,10,nfcertify,namespace,,returns a vector of composite integers used to certify nf.zk and nf.disc unconditionally (both are correct when the outp…
nfcompositum,10,nfcompositum,namespace,,"vector of all possible compositums of the number fields defined by the polynomials P and Q; flag is optional, whose bina…"
nfdetint,10,nfdetint,namespace,,multiple of the ideal determinant of the pseudo generating set x
nfdisc,10,nfdisc,namespace,,discriminant of the number field defined by the polynomial T
nfdiscfactors,10,nfdiscfactors,namespace,,"[D, faD], where D = nfdisc(T), and faD is the factorization of |D|"
nfeltadd,10,nfeltadd,namespace,,element x+y in nf
nfeltdiv,10,nfeltdiv,namespace,,element x/y in nf
nfeltdiveuc,10,nfeltdiveuc,namespace,,gives algebraic integer q such that x-qy is small
nfeltdivmodpr,10,nfeltdivmodpr,namespace,,"this function is obsolete, use nfmodpr"
nfeltdivrem,10,nfeltdivrem,namespace,,"gives [q,r] such that r=x-qy is small"
nfeltembed,10,nfeltembed,namespace,,complex embeddings of x at places given by vector pl
nfeltispower,10,nfeltispower,namespace,,"returns 1 if x is an n-th power in nf (and set y to an n-th root if present), else returns 0"
nfeltissquare,10,nfeltissquare,namespace,,"returns 1 if x is a square in nf (and sets y to a square root if present), else returns 0"
nfeltmod,10,nfeltmod,namespace,,gives r such that r=x-qy is small with q algebraic integer
nfeltmul,10,nfeltmul,namespace,,element x.y in nf
nfeltmulmodpr,10,nfeltmulmodpr,namespace,,"this function is obsolete, use nfmodpr"
nfeltnorm,10,nfeltnorm,namespace,,norm of x
nfeltpow,10,nfeltpow,namespace,,element x^k in nf
nfeltpowmodpr,10,nfeltpowmodpr,namespace,,"this function is obsolete, use nfmodpr"
nfeltreduce,10,nfeltreduce,namespace,,gives r such that a-r is in the ideal id and r is small
nfeltreducemodpr,10,nfeltreducemodpr,namespace,,"this function is obsolete, use nfmodpr"
nfeltsign,10,nfeltsign,namespace,,signs of real embeddings of x at places given by vector pl
nfelttrace,10,nfelttrace,namespace,,trace of x
nfeltval,10,nfeltval,namespace,,valuation of element x at the prime pr as output by idealprimedec
nffactor,10,nffactor,namespace,,factor polynomial T in number field nf
nffactorback,10,nffactorback,namespace,,"given a factorization f, returns the factored object back as an nf element"
nffactormod,10,nffactormod,namespace,,"this routine is obsolete, use nfmodpr and factormod"
nfgaloisapply,10,nfgaloisapply,namespace,,apply the Galois automorphism aut to the object x (element or ideal) in the number field nf
nfgaloisconj,10,nfgaloisconj,namespace,,list of conjugates of a root of the polynomial x=nf.pol in the same number field
nfgrunwaldwang,10,nfgrunwaldwang,namespace,,a polynomial in the variable v defining a cyclic extension of nf (given in nf or bnf form) with local behavior prescribe…
nfhilbert,10,nfhilbert,namespace,,"if pr is omitted, global Hilbert symbol (a,b) in nf, that is 1 if X^2-aY^2-bZ^2 has a nontrivial solution (X,Y,Z) in nf,…"
nfhnf,10,nfhnf,namespace,,"if x=[A,I], gives a pseudo-basis [B,J] of the module sum A_jI_j"
nfhnfmod,10,nfhnfmod,namespace,,"if x=[A,I], and detx is a multiple of the ideal determinant of x, gives a pseudo-basis of the module sum A_jI_j"
nfinit,10,nfinit,namespace,,"pol being a nonconstant irreducible polynomial in Q[X], returns an nf structure attached to the number field Q[X] / (pol…"
nfisideal,10,nfisideal,namespace,,"true(1) if x is an ideal in the number field nf, false(0) if not"
nfisincl,10,nfisincl,namespace,,"let f and g define number fields, either irreducible rational polynomials or number fields as output by nfinit; tests wh…"
nfisisom,10,nfisisom,namespace,,as nfisincl but tests whether f is isomorphic to g
nfislocalpower,10,nfislocalpower,namespace,,"true(1) if a is an n-th power in the local field K_v, false(0) if not"
nfkermodpr,10,nfkermodpr,namespace,,"this function is obsolete, use nfmodpr"
nflist,10,nflist,namespace,,"finds number fields (up to isomorphism) with Galois group of Galois closure isomorphic to G, and s complex places"
nfmodpr,10,nfmodpr,namespace,,map x to the residue field mod pr
nfmodprinit,10,nfmodprinit,namespace,,transform the prime ideal pr into modpr format necessary for all operations mod pr in the number field nf
nfmodprlift,10,nfmodprlift,namespace,,lift x from residue field mod pr to nf
nfnewprec,10,nfnewprec,namespace,,transform the number field data nf into new data using the current (usually larger) precision
nfpolsturm,10,nfpolsturm,namespace,,number of distinct real roots of the polynomial s(T) where s runs through the real embeddings given by vector pl
nfresolvent,10,nfresolvent,namespace,,"In the case where the Galois closure of the number field defined by pol is S3, Dl, A4, S4, F5, A5, M21, or M42, gives th…"
nfroots,10,nfroots,namespace,,roots of polynomial x belonging to nf (Q if omitted) without multiplicity
nfrootsof1,10,nfrootsof1,namespace,,number of roots of unity and primitive root of unity in the number field nf
nfsnf,10,nfsnf,namespace,,"if x=[A,I,J], outputs D=[d_1,...d_n] Smith normal form of x"
nfsolvemodpr,10,nfsolvemodpr,namespace,,"this function is obsolete, use nfmodpr"
nfsplitting,10,nfsplitting,namespace,,"defining polynomial S over Q for the splitting field of P, that is the smallest field over which P is totally split"
nfsubfields,10,nfsubfields,namespace,,finds all subfields of degree d of number field defined by pol (all subfields if d is null or omitted)
nfsubfieldscm,10,nfsubfieldscm,namespace,,computes the maximal CM subfield of nf
nfsubfieldsmax,10,nfsubfieldsmax,namespace,,computes the list of maximal subfields of nf
nfweilheight,10,nfweilheight,namespace,,return the absolute Weil height of the vector v seen as an element of the projective space over the number field nf give…
polcompositum,10,polcompositum,namespace,,"vector of all possible compositums of the number fields defined by the polynomials P and Q; flag is optional, whose bina…"
polgalois,10,polgalois,namespace,,Galois group of the polynomial T (see manual for group coding)
polred,10,polred,namespace,,"deprecated, use polredbest"
polredabs,10,polredabs,namespace,,"a smallest generating polynomial of the number field for the T2 norm on the roots, with smallest index for the minimal T…"
polredbest,10,polredbest,namespace,,reduction of the polynomial T (gives minimal polynomials only)
polredord,10,polredord,namespace,,"this function is obsolete, use polredbest"
poltschirnhaus,10,poltschirnhaus,namespace,,random Tschirnhausen transformation of the polynomial x
rnfalgtobasis,10,rnfalgtobasis,namespace,,"relative version of nfalgtobasis, where rnf is a relative numberfield"
rnfbasis,10,rnfbasis,namespace,,"given a projective Z_K-module M as output by rnfpseudobasis or rnfsteinitz, gives either a basis of M if it is free, or …"
rnfbasistoalg,10,rnfbasistoalg,namespace,,"relative version of nfbasistoalg, where rnf is a relative numberfield"
rnfcharpoly,10,rnfcharpoly,namespace,,"characteristic polynomial of a over nf, where a belongs to the algebra defined by T over nf"
rnfconductor,10,rnfconductor,namespace,,conductor of the Abelian extension of bnf defined by T
rnfdedekind,10,rnfdedekind,namespace,,"relative Dedekind criterion over the number field K, represented by nf, applied to the order Z_K[X]/(P), modulo the prim…"
rnfdet,10,rnfdet,namespace,,"given a pseudo-matrix M, compute its determinant"
rnfdisc,10,rnfdisc,namespace,,"given a polynomial T with coefficients in nf, gives a 2-component vector [D,d], where D is the relative ideal discrimina…"
rnfeltabstorel,10,rnfeltabstorel,namespace,,transforms the element x from absolute to relative representation
rnfeltdown,10,rnfeltdown,namespace,,expresses x on the base field if possible; returns an error otherwise
rnfeltnorm,10,rnfeltnorm,namespace,,"returns the relative norm N_{L/K}(x), as an element of K"
rnfeltreltoabs,10,rnfeltreltoabs,namespace,,transforms the element x from relative to absolute representation
rnfelttrace,10,rnfelttrace,namespace,,"returns the relative trace Tr_{L/K}(x), as an element of K"
rnfeltup,10,rnfeltup,namespace,,expresses x (belonging to the base field) on the relative field
rnfequation,10,rnfequation,namespace,,"given a pol with coefficients in nf, gives an absolute equation z of the number field defined by pol"
rnfhnfbasis,10,rnfhnfbasis,namespace,,"given a bnf attached to a number field K and a projective Z_K module M given by a pseudo-matrix, returns either a true H…"
rnfidealabstorel,10,rnfidealabstorel,namespace,,transforms the ideal x from absolute to relative representation
rnfidealdown,10,rnfidealdown,namespace,,finds the intersection of the ideal x with the base field
rnfidealfactor,10,rnfidealfactor,namespace,,factor the ideal x into prime ideals in the number field nfinit(rnf)
rnfidealhnf,10,rnfidealhnf,namespace,,"relative version of idealhnf, where rnf is a relative numberfield"
rnfidealmul,10,rnfidealmul,namespace,,"relative version of idealmul, where rnf is a relative numberfield"
rnfidealnormabs,10,rnfidealnormabs,namespace,,absolute norm of the ideal x
rnfidealnormrel,10,rnfidealnormrel,namespace,,relative norm of the ideal x
rnfidealprimedec,10,rnfidealprimedec,namespace,,"return prime ideal decomposition of the maximal ideal pr of K in L/K; pr is also allowed to be a prime number p, in whic…"
rnfidealreltoabs,10,rnfidealreltoabs,namespace,,transforms the ideal x from relative to absolute representation
rnfidealtwoelt,10,rnfidealtwoelt,namespace,,"relative version of idealtwoelt, where rnf is a relative numberfield"
rnfidealup,10,rnfidealup,namespace,,lifts the ideal x (of the base field) to the relative field
rnfinit,10,rnfinit,namespace,,"T being an irreducible polynomial defined over the number field nf, initializes a vector of data necessary for working i…"
rnfisabelian,10,rnfisabelian,namespace,,"T being a relative polynomial with coefficients in nf, return 1 if it defines an abelian extension, and 0 otherwise"
rnfisfree,10,rnfisfree,namespace,,"given a bnf attached to a number field K and a projective Z_K module M given by a pseudo-matrix, return true (1) if M is…"
rnfislocalcyclo,10,rnfislocalcyclo,namespace,,true(1) if the l-extension attached to rnf is locally cyclotomic (locally contained in the Z_l extension of K_v at all p…
rnfisnorm,10,rnfisnorm,namespace,,T is as output by rnfisnorminit applied to L/K
rnfisnorminit,10,rnfisnorminit,namespace,,"let K be defined by a root of pol, L/K the extension defined by polrel"
rnfkummer,10,rnfkummer,namespace,,this function is deprecated
rnflllgram,10,rnflllgram,namespace,,"given a pol with coefficients in nf and an order as output by rnfpseudobasis or similar, gives [[neworder],U], where new…"
rnfnormgroup,10,rnfnormgroup,namespace,,"norm group (or Artin or Takagi group) corresponding to the Abelian extension of bnr.bnf defined by pol, where the module…"
rnfpolred,10,rnfpolred,namespace,,"given a pol with coefficients in nf, finds a list of relative polynomials defining some subfields, hopefully simpler"
rnfpolredabs,10,rnfpolredabs,namespace,,"given an irreducible pol with coefficients in nf, finds a canonical relative polynomial defining the same field"
rnfpolredbest,10,rnfpolredbest,namespace,,"given a pol with coefficients in nf, finds a relative polynomial P defining the same field, hopefully simpler than pol; …"
rnfpseudobasis,10,rnfpseudobasis,namespace,,"given an irreducible polynomial T with coefficients in nf, returns [A,J,D,d] where [A,J] is a pseudo basis of the maxima…"
rnfsteinitz,10,rnfsteinitz,namespace,,"given a nf attached to a number field K and a projective module M given by a pseudo-matrix, returns [A,I,D,d] where (A,I…"
subcyclohminus,10,subcyclohminus,namespace,,Let F be the abelian number field contained in Q(zeta_f) corresponding to the subgroup H of (Z/fZ)^*
subcycloiwasawa,10,subcycloiwasawa,namespace,,Let F be the abelian number field contained in Q(zeta_f) corresponding to the subgroup H of (Z/fZ)^*
subcyclopclgp,10,subcyclopclgp,namespace,,Let F be the abelian number field contained in Q(zeta_f) corresponding to the subgroup H of (Z/fZ)^*
subgrouplist,10,subgrouplist,namespace,,"cyc being any object which has a '.cyc' method giving the cyclic components for a finite Abelian group G, outputs the li…"
algadd,11,algadd,namespace,,element x+y in al (Hamilton quaternions if omitted)
algalgtobasis,11,algalgtobasis,namespace,,transforms the element x of the algebra al into a column vector on the integral basis of al
algaut,11,algaut,namespace,,the stored automorphism of the splitting field of the cyclic algebra al
algb,11,algb,namespace,,the element b of the center of the cyclic algebra al used to define it
algbasis,11,algbasis,namespace,,basis of the stored order of the central simple algebra al
algbasistoalg,11,algbasistoalg,namespace,,transforms the column vector x on the integral basis of al into an element of al in algebraic form
algcenter,11,algcenter,namespace,,center of the algebra al
algcentralproj,11,algcentralproj,namespace,,projections of the algebra al on the orthogonal central idempotents z[i]
algchar,11,algchar,namespace,,characteristic of the algebra al
algcharpoly,11,algcharpoly,namespace,,"(reduced) characteristic polynomial of b in al (Hamilton quaternions if omitted), with respect to the variable v"
algdegree,11,algdegree,namespace,,degree of the central simple algebra al
algdim,11,algdim,namespace,,dimension of the algebra al
algdisc,11,algdisc,namespace,,discriminant of the stored order of the algebra al
algdivl,11,algdivl,namespace,,element x\y in al (Hamilton quaternions if omitted)
algdivr,11,algdivr,namespace,,element x/y in al (Hamilton quaternions if omitted)
alggroup,11,alggroup,namespace,,constructs the group algebra of gal over Q (resp
alggroupcenter,11,alggroupcenter,namespace,,constructs the center of the group algebra of gal over Q (resp
alghasse,11,alghasse,namespace,,the hasse invariant of the central simple algebra al at the place pl
alghassef,11,alghassef,namespace,,the hasse invariant of the central simple algebra al at finite places
alghassei,11,alghassei,namespace,,the hasse invariant of the central simple algebra al at infinite places
algindex,11,algindex,namespace,,the index of the central simple algebra al
alginit,11,alginit,namespace,,"initializes the central simple algebra defined by data B, C"
alginv,11,alginv,namespace,,element 1/x in al (Hamilton quaternions if omitted)
alginvbasis,11,alginvbasis,namespace,,basis of the natural order of the central simple algebra al in terms of the stored order
algisassociative,11,algisassociative,namespace,,"true (1) if the multiplication table mt is suitable for algtableinit(mt,p), false (0) otherwise"
algiscommutative,11,algiscommutative,namespace,,test whether the algebra al is commutative
algisdivision,11,algisdivision,namespace,,tests whether the central simple algebra al is a division algebra
algisdivl,11,algisdivl,namespace,,tests whether y is left divisible by x and sets z to the left quotient x\y
algisinv,11,algisinv,namespace,,tests whether x is invertible in al (Hamilton quaternions if omitted) and sets ix to the inverse of x
algisramified,11,algisramified,namespace,,"tests whether the central simple algebra al is ramified, i.e"
algissemisimple,11,algissemisimple,namespace,,test whether the algebra al is semisimple
algissimple,11,algissimple,namespace,,test whether the algebra al is simple
algissplit,11,algissplit,namespace,,"tests whether the central simple algebra al is split, i.e"
alglatadd,11,alglatadd,namespace,,the sum of the lattices lat1 and lat2
alglatcontains,11,alglatcontains,namespace,,tests whether the lattice lat contains the element x
alglatelement,11,alglatelement,namespace,,returns the element of al whose coordinates on the Z-basis of lat are c
alglathnf,11,alglathnf,namespace,,"the lattice generated by the columns of m, assuming that this lattice contains d times the integral basis of al"
alglatindex,11,alglatindex,namespace,,the generalized index (lat2:lat1)
alglatinter,11,alglatinter,namespace,,the intersection of the lattices lat1 and lat2
alglatlefttransporter,11,alglatlefttransporter,namespace,,the set of x in al such that x*lat1 is contained in lat2
alglatmul,11,alglatmul,namespace,,the lattice generated by the products of elements of lat1 and lat2
alglatrighttransporter,11,alglatrighttransporter,namespace,,the set of x in al such that lat1*x is contained in lat2
alglatsubset,11,alglatsubset,namespace,,"tests whether lat1 is contained in lat2 and if true and ptindex is present, sets it to the index (lat2:lat1)"
algmakeintegral,11,algmakeintegral,namespace,,computes an integral multiplication table for an isomorphic algebra
algmul,11,algmul,namespace,,element x*y in al (Hamilton quaternions if omitted)
algmultable,11,algmultable,namespace,,multiplication table of al over its prime subfield
algneg,11,algneg,namespace,,element -x in al (Hamilton quaternions if omitted)
algnorm,11,algnorm,namespace,,(reduced) norm of x
algpoleval,11,algpoleval,namespace,,T in K[X] evaluate T(b) in al (Hamilton quaternions if omitted)
algpow,11,algpow,namespace,,element x^n in al (Hamilton quaternions if omitted)
algprimesubalg,11,algprimesubalg,namespace,,"prime subalgebra of the positive characteristic, semisimple algebra al"
algquotient,11,algquotient,namespace,,quotient of the algebra al by the two-sided ideal I
algradical,11,algradical,namespace,,Jacobson radical of the algebra al
algramifiedplaces,11,algramifiedplaces,namespace,,vector of the places of the center of al that ramify in al
algrandom,11,algrandom,namespace,,"random element in al (Hamilton quaternions if omitted) with coefficients in [-b,b]"
algrelmultable,11,algrelmultable,namespace,,multiplication table of the central simple algebra al over its center
algsimpledec,11,algsimpledec,namespace,,"[J,dec] where J is the Jacobson radical of al and dec is the decomposition into simple algebras of the semisimple algebr…"
algsplit,11,algsplit,namespace,,computes an isomorphism between al and M_d(F_q)
algsplittingdata,11,algsplittingdata,namespace,,data stored in the central simple algebra al to compute a splitting of al over an extension
algsplittingfield,11,algsplittingfield,namespace,,the stored splitting field of the central simple algebra al
algsqr,11,algsqr,namespace,,element x^2 in al (Hamilton quaternions if omitted)
algsub,11,algsub,namespace,,element x-y in al (Hamilton quaternions if omitted)
algsubalg,11,algsubalg,namespace,,subalgebra of al with basis B
algtableinit,11,algtableinit,namespace,,initializes the associative algebra over Q (resp
algtensor,11,algtensor,namespace,,tensor product of al1 and al2
algtomatrix,11,algtomatrix,namespace,,left multiplication table of x (table algebra or abs=1) or image of x under a splitting of al (CSA and abs=0)
algtrace,11,algtrace,namespace,,(reduced) trace of x
algtype,11,algtype,namespace,,type of the algebra al
ell2cover,12,ell2cover,namespace,,"if E is an elliptic curve over Q, returns a basis of the set of everywhere locally soluble 2-covers of the curve E"
elladd,12,elladd,namespace,,sum of the points z1 and z2 on elliptic curve E
ellak,12,ellak,namespace,,computes the n-th Fourier coefficient of the L-function of the elliptic curve E (assumes E is an integral model)
ellan,12,ellan,namespace,,computes the first n Fourier coefficients of the L-function of the elliptic curve E defined over a number field
ellanalyticrank,12,ellanalyticrank,namespace,,returns the order of vanishing at s=1 of the L-function of the elliptic curve E and the value of the first nonzero deriv…
ellap,12,ellap,namespace,,"given an elliptic curve E defined over a finite field Fq, return the trace of Frobenius a_p = q+1-#E(Fq); for other fiel…"
ellbil,12,ellbil,namespace,,"deprecated alias for ellheight(E,P,Q)"
ellbsd,12,ellbsd,namespace,,"E being an elliptic curve over a number field, returns a real number c such that the BSD conjecture predicts that lfun(E…"
ellcard,12,ellcard,namespace,,"given an elliptic curve E defined over a finite field Fq, return the order of the group E(Fq); for other fields of defin…"
ellchangecurve,12,ellchangecurve,namespace,,"change data on elliptic curve according to v=[u,r,s,t]"
ellchangepoint,12,ellchangepoint,namespace,,"change data on point or vector of points x on an elliptic curve according to v=[u,r,s,t]"
ellchangepointinv,12,ellchangepointinv,namespace,,"change data on point or vector of points x on an elliptic curve according to v=[u,r,s,t], inverse of ellchangepoint"
ellconvertname,12,ellconvertname,namespace,,"convert an elliptic curve name (as found in the elldata database) from a string to a triplet [conductor, isogeny class, …"
elldivpol,12,elldivpol,namespace,,n-division polynomial f_n for the curve E in the variable v
elleisnum,12,elleisnum,namespace,,"k being an even positive integer, computes the numerical value of the Eisenstein series of weight k at the lattice w, as…"
elleta,12,elleta,namespace,,"w=[w1,w2], returns the vector [eta1,eta2] of quasi-periods attached to [w1,w2]"
ellformaldifferential,12,ellformaldifferential,namespace,,"E elliptic curve, n integer"
ellformalexp,12,ellformalexp,namespace,,"E elliptic curve, returns n terms of the formal elliptic exponential on E as a series in z"
ellformallog,12,ellformallog,namespace,,"E elliptic curve, returns n terms of the elliptic logarithm as a series of t =-x/y"
ellformalpoint,12,ellformalpoint,namespace,,"E elliptic curve, n integer; return the coordinates [x(t), y(t)] on the elliptic curve as a formal expansion in the form…"
ellformalw,12,ellformalw,namespace,,"E elliptic curve, n integer; returns n terms of the formal expansion of w = -1/y in the formal parameter t = -x/y"
ellfromeqn,12,ellfromeqn,namespace,,"given a genus 1 plane curve, defined by the affine equation f(x,y) = 0, return the coefficients [a1,a2,a3,a4,a6] of a We…"
ellfromj,12,ellfromj,namespace,,"returns the coefficients [a1,a2,a3,a4,a6] of a fixed elliptic curve with j-invariant j"
ellgenerators,12,ellgenerators,namespace,,"if E is an elliptic curve over the rationals, return the generators of the Mordell-Weil group attached to the curve"
ellglobalred,12,ellglobalred,namespace,,"E being an elliptic curve over a number field, returns [N, v, c, faN, L], where N is the conductor of E, c is the produc…"
ellgroup,12,ellgroup,namespace,,"given an elliptic curve E defined over a finite field Fq, returns the structure of the group E(Fq); for other fields of …"
ellheegner,12,ellheegner,namespace,,return a rational nontorsion point on the elliptic curve E assumed to be of rank 1
ellheight,12,ellheight,namespace,,"Faltings height of the curve E, resp"
ellheightmatrix,12,ellheightmatrix,namespace,,gives the height matrix for vector of points x on elliptic curve E
ellidentify,12,ellidentify,namespace,,"look up the elliptic curve E in the elldata database and return [[N, M, ...], C] where N is the name of the curve in Cre…"
ellinit,12,ellinit,namespace,,"let x be a vector [a1,a2,a3,a4,a6], or [a4,a6] if a1=a2=a3=0, defining the curve Y^2 + a1.XY + a3.Y = X^3 + a2.X^2 + a4.…"
ellintegralmodel,12,ellintegralmodel,namespace,,"given an elliptic curve E defined over a number field or Qp, returns an integral model"
elliscm,12,elliscm,namespace,,"return 0 if the elliptic curve E, defined over a number field, is not CM, otherwise return the discriminant of its endom…"
ellisdivisible,12,ellisdivisible,namespace,,"given E/K and P in E(K), checks whether P = [n]R for some R in E(K) and sets Q to one such R if so; the integer n >= 0 m…"
